Open,High,Low,Close,Volume,Date
16722.195242577392,16736.247771889062,16560.957183196526,16615.61909557809,10729.48664331,2022-11-20 08:00:00
16615.634572281284,16641.924299746323,16596.244806983657,16630.456381520853,4473.5306727,2022-11-20 09:00:00
16630.10745841725,16682.764098800642,16597.302242973637,16626.349222829616,7720.75090812,2022-11-20 10:00:00
16626.303661467187,16636.293415142034,16462.68752035412,16525.459024245134,14016.97296334,2022-11-20 11:00:00
16526.071061276005,16585.09634095779,16461.011721236227,16523.583880737446,11068.33915473,2022-11-20 12:00:00
16524.279798775337,16599.994548112965,16517.434317645657,16584.496900849797,8296.997186839999,2022-11-20 13:00:00
16584.243805390375,16593.25186401969,16542.95974443213,16549.922044542942,4984.24975262,2022-11-20 14:00:00
16550.31076523473,16628.092632192245,16533.795467514294,16580.514164211552,6465.177079290001,2022-11-20 15:00:00
16580.509912372247,16590.40637941006,16552.394759169092,16583.95195624429,4567.14456637,2022-11-20 16:00:00
16583.94778853021,16589.95471055292,16530.29596183171,16548.04124934854,4466.5812838,2022-11-20 17:00:00
16547.63682905809,16588.366085715646,16533.332701047628,16586.9164970139,4354.63813162,2022-11-20 18:00:00
16587.350056918047,16613.260815925085,16552.214041779793,16587.971233423832,4348.712048920001,2022-11-20 19:00:00
16587.87804442913,16595.880892586527,16448.60118878073,16538.087880721534,9381.78205358,2022-11-20 20:00:00
16538.925787212287,16538.935370769508,16212.898584098572,16284.220421816104,14138.59176323,2022-11-20 21:00:00
16284.221741925348,16358.140028222362,16180.11130448444,16297.031915961345,11924.158567,2022-11-20 22:00:00
16297.047807994628,16324.443010894043,16222.475268811766,16280.366583812744,10059.06692528,2022-11-20 23:00:00
16279.626606144262,16294.939711359875,16123.22372322924,16268.756225558454,14607.78131537,2022-11-21 00:00:00
16268.1621800817,16283.015539913886,16191.057000110404,16214.071624848197,8103.34348669,2022-11-21 01:00:00
16214.056705221195,16219.821365286618,15906.130663707576,16010.791534499958,23884.17741483,2022-11-21 02:00:00
16010.40070180686,16110.22996519654,15897.23948840476,16073.872856962467,17669.06408598,2022-11-21 03:00:00
16073.31395770548,16318.652210927765,16064.388263665422,16149.967681406186,19483.12943135,2022-11-21 04:00:00
16149.351678066116,16234.63789508914,16139.01233298966,16228.081867061102,8582.72949587,2022-11-21 05:00:00
16228.081735019616,16256.087040173155,16082.042749898545,16091.534844988502,11417.15082631,2022-11-21 06:00:00
16091.54203026579,16149.884152996105,15956.052824721344,16039.644005877875,13427.56928752,2022-11-21 07:00:00
16040.654201253325,16068.05793518173,15992.351340347885,16035.374446073423,10109.18609126,2022-11-21 08:00:00
16035.825018158052,16169.36323693405,15964.1077409388,16112.504780415924,16529.338563639998,2022-11-21 09:00:00
16111.825257613284,16153.73388815639,16058.71373392933,16131.305426504172,9969.4732543,2022-11-21 10:00:00
16131.28749094698,16154.93931223968,16055.981361035809,16084.395405938782,9063.09467145,2022-11-21 11:00:00
16084.389249391792,16140.79437192188,16025.498001542772,16113.823999287952,8822.41878829,2022-11-21 12:00:00
16113.821791521344,16283.733429218675,16098.988609614886,16175.912235805978,15243.4845058,2022-11-21 13:00:00
16176.552372904032,16249.891460557386,16146.321179591218,16163.887789919449,11151.36151715,2022-11-21 14:00:00
16163.854716971444,16175.073951060893,16109.841819165942,16130.518248353985,9010.093291,2022-11-21 15:00:00
16130.487556013191,16139.115214547648,15906.744682931088,16032.255022405276,20188.63880905,2022-11-21 16:00:00
16032.253849200946,16075.51852823083,15977.837514854617,16015.204666956091,11120.24827159,2022-11-21 17:00:00
16015.197252724169,16040.415162946205,15930.073378309136,15971.383481058923,12907.27845425,2022-11-21 18:00:00
15971.39108446284,16006.37663951753,15590.36553842368,15723.279082939744,24540.33565699,2022-11-21 19:00:00
15721.762600610413,15894.48925948245,15710.140947017762,15785.226473827071,16399.30553266,2022-11-21 20:00:00
15785.211999925586,15851.99612567136,15475.890393560168,15649.514519678009,18769.21160578,2022-11-21 21:00:00
15648.273160424797,15869.27314087522,15614.935653093704,15740.226839575203,16050.42626872,2022-11-21 22:00:00
15739.36855218604,15856.858624292256,15726.433968265805,15781.196373235834,8802.33306624,2022-11-21 23:00:00
15781.173654093098,15967.48767944934,15746.314450461568,15866.582628267228,13585.54887639,2022-11-22 00:00:00
15866.594455469747,15899.827139901909,15800.140369915727,15812.197130609977,7802.159558339999,2022-11-22 01:00:00
15812.15501600764,15920.123134440066,15770.18544294324,15899.981390601422,10144.7851763,2022-11-22 02:00:00
15900.073019798852,15927.223426442948,15833.752227729878,15847.749540307885,7574.6649903,2022-11-22 03:00:00
15848.560434866878,15868.01255046057,15800.148288090848,15822.686772461837,5862.966773239999,2022-11-22 04:00:00
15822.67441421614,15882.741918455718,15773.901387386912,15803.850909512645,7743.01207201,2022-11-22 05:00:00
15804.186797795925,15821.592736874652,15661.165662587053,15687.444988197642,12288.48990989,2022-11-22 06:00:00
15687.445646655797,15781.26282836382,15616.93267727798,15760.514250604849,10206.34627978,2022-11-22 07:00:00
15760.534004422236,15769.913869530115,15659.996174348247,15729.938682961068,10590.61337627,2022-11-22 08:00:00
15729.937109418594,15775.541633601051,15669.382676832029,15688.150753164502,8098.69951835,2022-11-22 09:00:00
15688.141005993117,15824.24446785132,15661.197164199062,15797.536013113984,8668.51854737,2022-11-22 10:00:00
15796.792302250136,15816.085166584982,15701.04296368904,15748.133485765342,8505.01588206,2022-11-22 11:00:00
15748.10686119744,15863.12940004229,15683.719241100176,15836.390702678224,13259.68777057,2022-11-22 12:00:00
15835.326760723145,16217.762976452155,15827.647485491452,16171.101368754737,28205.6577502,2022-11-22 13:00:00
16170.94843589711,16217.80429954048,16039.96643436962,16117.264507046952,15046.24749952,2022-11-22 14:00:00
16117.2578359766,16314.168849122463,16113.945568569228,16241.2815299805,16590.22337306,2022-11-22 15:00:00
16241.284347600087,16290.09899753098,16153.729174189888,16171.576911410648,11213.70776608,2022-11-22 16:00:00
16171.51936968821,16209.544855158209,16060.046083112527,16081.904561134905,9644.6410186,2022-11-22 17:00:00
16080.837344120006,16174.108493490156,16050.004785909829,16140.403538869858,9814.84803408,2022-11-22 18:00:00
16139.55662131608,16246.206067707311,16100.951198980592,16168.230578938768,9453.5265267,2022-11-22 19:00:00
16167.386425553648,16192.85028349665,16128.130009765297,16135.888797656327,5899.1945983900005,2022-11-22 20:00:00
16134.874294290104,16179.778652023517,16085.667410054755,16147.11758291839,6810.4011682,2022-11-22 21:00:00
16145.820161462543,16254.768490532677,16100.791864500534,16184.811218650371,6723.42482505,2022-11-22 22:00:00
16185.880857086937,16235.594242388916,16156.69216598881,16226.780886561264,6840.404457279999,2022-11-22 23:00:00
16227.821268602009,16261.466916423487,16168.284482011411,16183.11453340738,8182.54649703,2022-11-23 00:00:00
16183.113167305137,16234.461903592064,16160.347102695408,16220.774824311567,6915.87100467,2022-11-23 01:00:00
16220.78251568751,16568.856032781623,16213.150701224078,16512.32609004479,24391.89350076,2022-11-23 02:00:00
16512.327231152954,16593.664183505385,16462.15884348648,16586.469744798636,12752.35022441,2022-11-23 03:00:00
16584.65712418623,16589.808344430203,16485.11056626882,16507.97997838167,9285.07472235,2022-11-23 04:00:00
16508.049124967263,16536.9566681175,16443.981912931977,16464.070775160057,8652.86888153,2022-11-23 05:00:00
16463.547954536723,16522.122183879885,16445.98253947899,16499.84323117784,9486.73701603,2022-11-23 06:00:00
16499.851045746036,16661.405803489855,16462.028344505605,16583.770029399373,14159.58012834,2022-11-23 07:00:00
16583.72342170566,16636.845931769596,16500.00770341152,16541.861027121537,11643.95371051,2022-11-23 08:00:00
16541.858430951226,16599.90847215477,16519.735889304797,16566.252384032934,10376.22734002,2022-11-23 09:00:00
16565.63536151982,16676.85428268706,16531.06621564599,16611.413739051008,12931.342327,2022-11-23 10:00:00
16610.953170058434,16642.38741126444,16566.699565125782,16585.7059281172,10180.13866537,2022-11-23 11:00:00
16585.16915010299,16603.995972311965,16485.235401001708,16513.661297025214,11064.33631525,2022-11-23 12:00:00
16514.07466490929,16545.959395537007,16383.06480634979,16394.38183040276,12935.22464915,2022-11-23 13:00:00
16395.502945163047,16488.166449678047,16343.077766346889,16464.950570334357,15200.79700577,2022-11-23 14:00:00
16464.956908446828,16510.92459133598,16401.998436820108,16427.094819441896,10533.78352932,2022-11-23 15:00:00
16427.06619554821,16465.459918916957,16320.053809221374,16334.417273450696,9632.64873819,2022-11-23 16:00:00
16335.365468974922,16400.72873164422,16328.162706233765,16391.6524856032,8498.03212255,2022-11-23 17:00:00
16390.595049575946,16582.284295851674,16380.150566234932,16528.070031957086,10865.98235994,2022-11-23 18:00:00
16528.024006034975,16706.24448263776,16394.98718761495,16473.54036928171,23093.32407827,2022-11-23 19:00:00
16473.503247198372,16624.869109144016,16426.633881228496,16617.42349197245,9982.29216536,2022-11-23 20:00:00
16617.407405156155,16620.581056548097,16478.588743088836,16488.324771992277,7580.46377578,2022-11-23 21:00:00
16488.321198212656,16541.365559047048,16459.59522085534,16512.495494528757,5063.88682538,2022-11-23 22:00:00
16511.604006498088,16676.60658152768,16497.322393606606,16603.201896292332,10061.60967607,2022-11-23 23:00:00
16603.162031654396,16626.95986360853,16533.72690213071,16563.93026719229,8517.80420327,2022-11-24 00:00:00
16562.813864890653,16799.48325530029,16537.591624398337,16747.73138713943,13792.33625215,2022-11-24 01:00:00
16747.76678337739,16812.278106314592,16678.71860006247,16695.188039108078,11828.14890457,2022-11-24 02:00:00
16695.187884116836,16772.29837560492,16685.014782719063,16712.095377001053,8618.33244212,2022-11-24 03:00:00
16711.415754450172,16739.890743980868,16656.794047120507,16697.700119895133,8201.61634238,2022-11-24 04:00:00
16697.28983669885,16704.642223207247,16645.12468071973,16655.83466607565,8138.76144441,2022-11-24 05:00:00
16655.592446700084,16725.950643371994,16635.718043394536,16710.563176483847,10590.97139413,2022-11-24 06:00:00
16710.528944107344,16719.022678843434,16614.80363172832,16623.83359881256,11565.42749825,2022-11-24 07:00:00
16622.32041510218,16642.082861595147,16520.155851607167,16590.90289013223,13627.03265097,2022-11-24 08:00:00
